Area de conhecimento,Área de Avaliação,subavaliação,campo estudo
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,CONSERVAÇÃO DE ALIMENTOS PARA ANIMAIS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,PASTAGEM E FORRAGICULTURA
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,"AVALIAÇÃO, PRODUÇÃO E CONSERVAÇÃO DE FORRAGENS"
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,MANEJO E CONSERVAÇÃO DE PASTAGENS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,FISIOLOGIA DE PLANTAS FORRAGEIRAS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,MELHORAMENTO DE PLANTAS FORRAGEIRAS E PRODUÇÃO DE SEMENTES
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,TOXICOLOGIA E PLANTAS TÓXICAS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,PRODUÇÃO ANIMAL
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,CRIAÇÃO DE ANIMAIS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,MANEJO DE ANIMAIS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,ZOOTECNIA,INSTALAÇÕES PARA PRODUÇÃO ANIMAL
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,RECURSOS PESQUEIROS MARINHOS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,FATORES ABIÓTICOS DO MAR
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,AVALIAÇÃO DE ESTOQUE PESQUEIROS MARINHOS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,EXPLORAÇÃO PESQUEIRA MARINHA
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,MANEJO E CONSERVAÇÃO DE RECURSOS PESQUEIROS MARINHOS
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,RECURSOS PESQUEIROS DE ÁGUAS INTERIORES
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,FATORES ABIÓTICOS DE ÁGUAS INTERIORES
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,AVALIAÇÃO DE ESTOQUES PESQUEIROS DE ÁGUAS INTERIORES
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,EXPLORAÇÃO PESQUEIRA DE ÁGUAS INTERIORES
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,MANEJO E CONSERV. DE RECURSOS PESQUEIROS DE ÁGUAS INFERIORES
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,AQUICULTURA
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,MARICULTURA
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,CARCINOCULTURA
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,OSTREICULTURA
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,PISCICULTURA
CIÊNCIAS AGRÁRIAS,ZOOTECNIA / RECURSOS PESQUEIROS,RECURSOS PESQUEIROS E ENGENHARIA DE PESCA,ENGENHARIA DE PESCA
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,CLÍNICA E CIRÚRGIA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,ANESTESIOLOGIA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,TÉCNICA CIRÚRGICA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,RADIOLOGIA DE ANIMAIS
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,FARMACOLOGIA E TERAPÉUTICA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,OBSTETRÍCIA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,CLÍNICA VETERINÁRIA
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,CLÍNICA CIRÚRGICA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,TOXICOLOGIA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,MEDICINA VETERINÁRIA PREVENTIVA
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,EPIDEMIOLOGIA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,SANEAMENTO APLICADO À SAÚDE DO HOMEM
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,DOENÇAS INFECCIOSAS DE ANIMAIS
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,DOENÇAS PARASITÁRIAS DE ANIMAIS
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,SAÚDE ANIMAL (PROGRAMAS SANITÁRIOS)
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,PATOLOGIA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,PATOLOGIA AVIÁRIA
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,ANATOMIA PATOLÓGICA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,PATOLOGIA CLÍNICA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,REPRODUÇÃO ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,GINECOLOGIA E ANDROLOGIA ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,INSEMINAÇÃO ARTIFICIAL ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,FISIOPATOLOGIA DA REPRODUÇÃO ANIMAL
CIÊNCIAS AGRÁRIAS,MEDICINA VETERINÁRIA, MEDICINA VETERINÁRIA,INSPEÇÃO DE PRODUTOS DE ORIGEM ANIMAL
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,CIÊNCIA DE ALIMENTOS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,VALOR NUTRITIVO DE ALIMENTOS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,"QUÍMICA, FÍSICA, FÍSICO-QUÍM. BIOQ. DOS ALI. MAT. PRIMAS ALI"
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,MICROBIOLOGIA DE ALIMENTOS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,FISIOLOGIA PÓS-COLHEITA
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,TOXICIDADE E RESÍDUOS DE PESTICIDAS EM ALIMENTOS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,AVALIAÇÃO E CONTROLE DE QUALIDADE DE ALIMENTOS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,"PADRÕES, LEGISLAÇÃO E FISCALIZAÇÃO DE ALIMENTOS"
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,TECNOLOGIA DE ALIMENTOS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,TECNOLOGIA DE PRODUTOS DE ORIGEM ANIMAL
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,TECNOLOGIA DE PRODUTOS DE ORIGEM VEGETAL
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,TECNOLOGIA DAS BEBIDAS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,TECNOLOGIA DE ALIMENTOS DIETÉTICOS E NUTRICIONAIS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,APROVEITAMENTO DE SUBPRODUTOS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,EMBALAGENS DE PRODUTOS ALIMENTARES
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,ENGENHARIA DE ALIMENTOS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,INSTALAÇÕES INDUSTRIAIS DE PRODUÇÃO DE ALIMENTOS
CIÊNCIAS AGRÁRIAS,CIÊNCIA DE ALIMENTOS,CIÊNCIA E TECNOLOGIA DE ALIMENTOS,ARMAZENAMENTO DE ALIMENTOS
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,TEORIA DO DIREITO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,TEORIA GERAL DO DIREITO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,TEORIA GERAL DO PROCESSO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,TEORIA DO ESTADO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,HISTÓRIA DO DIREITO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,FILOSOFIA DO DIREITO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,LÓGICA JURÍDICA
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,SOCIOLOGIA JURÍDICA
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,ANTROPOLOGIA JURÍDICA
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO PÚBLICO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO TRIBUTÁRIO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO PENAL
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO PROCESSUAL PENAL
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO PROCESSUAL CIVIL
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO CONSTITUCIONAL
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO ADMINISTRATIVO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO INTERNACIONAL PÚBLICO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO PRIVADO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO CIVIL
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO COMERCIAL
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO DO TRABALHO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITO INTERNACIONAL PRIVADO
CIÊNCIAS SOCIAIS APLICADAS,DIREITO,DIREITO,DIREITOS ESPECIAIS
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,ADMINISTRAÇÃO DE EMPRESAS
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,ADMINISTRAÇÃO DE PRODUÇÃO
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,ADMINISTRAÇÃO FINANCEIRA
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,MERCADOLOGIA
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,NEGÓCIOS INTERNACIONAIS
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,ADMINISTRAÇÃO DE RECURSOS HUMANOS
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,ADMINISTRAÇÃO PÚBLICA
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,CONTABILIDADE E FINANÇAS PÚBLICAS
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,ORGANIZAÇÕES PÚBLICAS
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,POLÍTICA E PLANEJAMENTO GOVERNAMENTAIS
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,ADMINISTRAÇÃO DE PESSOAL
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,ADMINISTRAÇÃO DE SETORES ESPECÍFICOS
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",ADMINISTRAÇÃO,CIÊNCIAS CONTÁBEIS
CIÊNCIAS SOCIAIS APLICADAS,"ADMINISTRAÇÃO, CIÊNCIAS CONTÁBEIS E TURISMO",TURISMO,Não informado
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,TEORIA ECONÔMICA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA GERAL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,TEORIA GERAL DA ECONOMIA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,HISTÓRIA DO PENSAMENTO ECONÔMICO
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,HISTÓRIA ECONÔMICA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,SISTEMAS ECONÔMICOS
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,MÉTODOS QUANTITATIVOS EM ECONOMIA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,"MÉTODOS E MODELOS MATEMÁT., ECONOMÉTRICOS E ESTATÍSTICOS"
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ESTATÍSTICA SÓCIO-ECONÔMICA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,CONTABILIDADE NACIONAL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA MATEMÁTICA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA MONETÁRIA E FISCAL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,TEORIA MONETÁRIA E FINANCEIRA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,INSTITUIÇÕES MONETÁRIAS E FINANCEIRAS DO BRASIL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,FINANÇAS PÚBLICAS INTERNAS
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,POLÍTICA FISCAL DO BRASIL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,"CRESCIMENTO, FLUTUAÇÕES E PLANEJAMENTO ECONÔMICO"
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,CRESCIMENTO E DESENVOLVIMENTO ECONÔMICO
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,TEORIA E POLÍTICA DE PLANEJAMENTO ECONÔMICO
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,FLUTAÇÕES CICLÍCAS E PROJEÇÕES ECONÔMICAS
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,INFLAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA INTERNACIONAL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,TEORIA DO COMÉRCIO INTERNACIONAL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,RELAÇÕES DO COMÉRCIO; POLÍT. COMERCIAL; INTEGRAÇÃO ECONÔMICA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,BALANÇO DE PAGAMENTO; FINANÇAS INTERNACIONAIS
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,INVESTIMENTOS INTERNACIONAIS E AJUDA EXTERNA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA DOS RECURSOS HUMANOS
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,TREIN. E ALOCAÇÃO DE MÃO-DE-OBRA;OFERTA MÃO-DE-OBRA F. TRAB.
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,MERCADO DE TRABALHO; POLÍTICA DO GOVERNO
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,"SINDICATOS, DISSÍDIOS COLET., RELAÇÕES DE EMPREGO(EMP./EMP)"
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,CAPITAL HUMANO
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,DEMOGRAFIA ECONÔMICA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA INDUSTRIAL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ORGANIZAÇÃO INDUSTRIAL E ESTUDOS INDUSTRIAIS
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,MUDANÇA TECNOLÓGICA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA DO BEM-ESTAR SOCIAL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA DOS PROGRAMAS DE BEM-ESTAR SOCIAL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA DO CONSUMIDOR
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA REGIONAL E URBANA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA URBANA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,RENDA E TRIBUTAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIAS AGRÁRIA E DOS RECURSOS NATURAIS
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA AGRÁRIA
CIÊNCIAS SOCIAIS APLICADAS,ECONOMIA,ECONOMIA,ECONOMIA DOS RECURSOS NATURAIS
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,FUNDAMENTOS DE ARQUITETURA E URBANISMO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,HISTÓRIA DA ARQUITETURA E URBANISMO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,TEORIA DA ARQUITETURA
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,HISTÓRIA DO URBANISMO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,TEORIA DO URBANISMO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,PROJETO DE ARQUITETURA E URBANISMO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,PLANEJAMENTO E PROJETOS DA EDIFICAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,PLANEJAMENTO E PROJETO DO ESPAÇO URBANO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,PLANEJAMENTO E PROJETO DO EQUIPAMENTO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,TECNOLOGIA DE ARQUITETURA E URBANISMO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,ADEQUAÇÃO AMBIENTAL
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,PAISAGISMO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,DESENVOLVIMENTO HISTÓRICO DO PAISAGISMO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,CONCEITUAÇÃO DE PAISAGISMO E METODOLOGIA DO PAISAGISMO
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,ESTUDOS DE ORGANIZAÇÃO DO ESPAÇO EXTERIOR
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,ARQUITETURA E URBANISMO,PROJETOS DE ESPAÇOS LIVRES URBANOS
CIÊNCIAS SOCIAIS APLICADAS,ARQUITETURA E URBANISMO,DESENHO INDUSTRIAL,Não informado
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,FUNDAMENTOS DO PLANEJAMENTO URBANO E REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,TEORIA DO PLANEJAMENTO URBANO E REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,TEORIA DA URBANIZAÇÃO
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,POLÍTICA URBANA
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,HISTÓRIA URBANA
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,MÉTODOS E TÉCNICAS DO PLANEJAMENTO URBANO E REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,"INFORMAÇÃO, CADASTRO E MAPEAMENTO"
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,TÉCNICA DE PREVISÃO URBANA E REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,TÉCNICAS DE ANÁLISE E AVALIAÇÃO URBANA E REGIONAL
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,TÉCNICAS DE PLANEJAMENTO E PROJETO URBANOS E REGIONAIS
CIÊNCIAS SOCIAIS APLICADAS,PLANEJAMENTO URBANO E REGIONAL / DEMOGRAFIA,PLANEJAMENTO URBANO E REGIONAL,SERVIÇOS URBANOS E REGIONAIS
