Instituição(IES),Nome do Curso,Grau,Modalidade,CC,CPC,ENADE,Situação
UNIFEG,LETRAS - INGLÊS,Licenciatura,Presencial,-,3,4,Em Extinção
UNIFEG,HISTÓRIA,Licenciatura,Presencial,-,-,-,Em Atividade
UNIFEG,GEOGRAFIA,Licenciatura,Presencial,-,-,-,Em Atividade
UNIFEG,FÍSICA,Licenciatura,Presencial,-,-,-,Em Atividade
UNIFEG,FISIOTERAPIA,Bacharelado,Presencial,4,2,2,Em Atividade
UNIFEG,FISIOTERAPIA,Bacharelado,Presencial,-,-,-,Extinto
UNIFEG,FILOSOFIA,Licenciatura,Presencial,3,3,3,Em Atividade
UNIFEG,ENGENHARIA DE PRODUÇÃO E QUALIDADE,Bacharelado,Presencial,4,3,2,Em Atividade
UNIFEG,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,-,-,Extinto
UNIFEG,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEG,ENFERMAGEM,Bacharelado,Presencial,3,3,2,Em Atividade
UNIFEG,ENFERMAGEM,Bacharelado,Presencial,-,-,-,Extinto
UNIFEG,EDUCAÇÃO FÍSICA,Bacharelado,Presencial,3,SC,SC,Em Atividade
UNIFEG,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,4,3,3,Em Atividade
UNIFEG,DIREITO,Bacharelado,Presencial,3,3,3,Em Atividade
UNIFEG,COMÉRCIO EXTERIOR,Bacharelado,Presencial,-,-,-,Em Extinção
UNIFEG,COMUNICAÇÃO SOCIAL - PUBLICIDADE E PROPAGANDA,Bacharelado,Presencial,3,3,3,Em Atividade
UNIFEG,COMUNICAÇÃO SOCIAL - JORNALISMO,Bacharelado,Presencial,-,-,-,Em Extinção
UNIFEG,COMUNICAÇÃO SOCIAL,Bacharelado,Presencial,-,-,-,Em Extinção
UNIFEG,CIÊNCIAS ECONÔMICAS,Bacharelado,Presencial,-,SC,2,Em Extinção
UNIFEG,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFEG,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,4,-,-,Em Atividade
UNIFEG,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,3,SC,4,Em Atividade
UNIFEG,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,3,3,3,Em Atividade
UNIFEG,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,-,-,Extinto
UNIFEG,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFEI,SISTEMAS DE INFORMAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
UNIFEI,QUÍMICA,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEI,QUÍMICA,Licenciatura,Presencial,-,-,-,Em Atividade
UNIFEI,MATEMÁTICA,Bacharelado,Presencial,3,-,-,Em Atividade
UNIFEI,MATEMÁTICA,Licenciatura,Presencial,3,-,-,Em Atividade
UNIFEI,FÍSICA,Bacharelado,Presencial,5,4,4,Em Atividade
UNIFEI,FÍSICA,Licenciatura,A Distância,-,-,-,Em Atividade
UNIFEI,FÍSICA,Licenciatura,Presencial,5,5,5,Em Atividade
UNIFEI,ENGENHARIA QUÍMICA,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEI,ENGENHARIA MECÂNICA AERONÁUTICA,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEI,ENGENHARIA MECÂNICA,Bacharelado,Presencial,-,4,5,Em Atividade
UNIFEI,ENGENHARIA MECÂNICA,Bacharelado,Presencial,4,-,-,Em Atividade
UNIFEI,ENGENHARIA HÍDRICA,Bacharelado,Presencial,-,3,2,Em Atividade
UNIFEI,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,-,4,3,Em Atividade
UNIFEI,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,3,-,-,Em Atividade
UNIFEI,ENGENHARIA ELETRÔNICA,Bacharelado,Presencial,5,-,-,Em Atividade
UNIFEI,ENGENHARIA DE SAÚDE E SEGURANÇA,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEI,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,-,4,4,Em Atividade
UNIFEI,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,3,-,-,Em Atividade
UNIFEI,ENGENHARIA DE MATERIAIS,Bacharelado,Presencial,4,-,-,Em Atividade
UNIFEI,ENGENHARIA DE ENERGIA,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEI,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFEI,ENGENHARIA DE CONTROLE E AUTOMAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
UNIFEI,ENGENHARIA DE COMPUTAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFEI,ENGENHARIA DE COMPUTAÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
UNIFEI,ENGENHARIA DE BIOPROCESSOS,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEI,ENGENHARIA DA MOBILIDADE,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEI,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEI,ENGENHARIA AMBIENTAL,Bacharelado,Presencial,-,4,5,Em Atividade
UNIFEI,ENGENHARIA AMBIENTAL,Bacharelado,Presencial,4,-,-,Em Atividade
UNIFEI,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,-,-,-,Em Atividade
UNIFEI,CIÊNCIAS ATMOSFÉRICAS,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEI,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFEI,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,-,-,Em Extinção
UNIFEI,ADMINISTRAÇÃO,Bacharelado,Presencial,-,5,5,Em Atividade
UNIFEMM,SERVIÇO SOCIAL,Bacharelado,Presencial,4,SC,SC,Em Atividade
UNIFEMM,PROCESSOS GERENCIAIS,Tecnológico,Presencial,4,SC,SC,Em Extinção
UNIFEMM,PROCESSOS AMBIENTAIS,Tecnológico,Presencial,4,-,-,Em Atividade
UNIFEMM,PEDAGOGIA,Licenciatura,Presencial,-,2,2,Em Extinção
UNIFEMM,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Extinto
UNIFEMM,NUTRIÇÃO,Bacharelado,Presencial,3,SC,SC,Em Atividade
UNIFEMM,MATEMÁTICA,Licenciatura,Presencial,-,-,2,Em Extinção
UNIFEMM,LOGÍSTICA,Tecnológico,Presencial,4,2,3,Em Atividade
UNIFEMM,LETRAS - INGLÊS,Licenciatura,Presencial,-,SC,3,Em Extinção
UNIFEMM,LETRAS - INGLÊS,Licenciatura,Presencial,-,-,-,Extinto
UNIFEMM,LETRAS - ESPANHOL,Licenciatura,Presencial,4,3,3,Em Extinção
UNIFEMM,HISTÓRIA,Licenciatura,Presencial,-,SC,SC,Em Extinção
UNIFEMM,GESTÃO HOSPITALAR,Tecnológico,Presencial,4,-,-,Em Extinção
UNIFEMM,GESTÃO DE RECURSOS HUMANOS,Tecnológico,Presencial,3,3,3,Em Atividade
UNIFEMM,GESTÃO DE PRODUÇÃO INDUSTRIAL,Tecnológico,Presencial,3,-,-,Em Atividade
UNIFEMM,GESTÃO AMBIENTAL,Tecnológico,Presencial,4,2,3,Em Extinção
UNIFEMM,GEOGRAFIA,Licenciatura,Presencial,-,-,-,Em Extinção
UNIFEMM,FÍSICA,Licenciatura,Presencial,3,-,3,Em Extinção
UNIFEMM,ENGENHARIA METALÚRGICA,Bacharelado,Presencial,4,-,-,Em Atividade
UNIFEMM,ENGENHARIA ELÉTRICA,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEMM,ENGENHARIA DE PRODUÇÃO,Bacharelado,Presencial,4,-,-,Em Atividade
UNIFEMM,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEMM,ENGENHARIA AMBIENTAL,Bacharelado,Presencial,4,3,3,Em Atividade
UNIFEMM,ENFERMAGEM,Bacharelado,Presencial,3,SC,SC,Em Atividade
UNIFEMM,EDUCAÇÃO FÍSICA,Bacharelado,Presencial,3,SC,SC,Em Atividade
UNIFEMM,EDUCAÇÃO FÍSICA,Licenciatura,Presencial,3,3,3,Em Atividade
UNIFEMM,DIREITO,Bacharelado,Presencial,-,2,2,Em Atividade
UNIFEMM,CIÊNCIAS ECONÔMICAS,Bacharelado,Presencial,-,SC,2,Em Atividade
UNIFEMM,CIÊNCIAS CONTÁBEIS,Bacharelado,Presencial,3,4,4,Em Atividade
UNIFEMM,CIÊNCIAS BIOLÓGICAS,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFEMM,CIÊNCIAS BIOLÓGICAS,Licenciatura,Presencial,4,3,3,Em Atividade
UNIFEMM,ADMINISTRAÇÃO PÚBLICA,Bacharelado,Presencial,4,3,3,Em Atividade
UNIFEMM,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFENAS,ZOOTECNIA,Bacharelado,Presencial,-,SC,4,Em Atividade
UNIFENAS,SERVIÇO SOCIAL,Bacharelado,Presencial,4,SC,SC,Em Atividade
UNIFENAS,RADIOLOGIA,Tecnológico,Presencial,-,1,2,Em Extinção
UNIFENAS,RADIOLOGIA,Tecnológico,Presencial,-,SC,1,Em Extinção
UNIFENAS,RADIOLOGIA,Tecnológico,Presencial,-,SC,2,Em Extinção
UNIFENAS,PSICOLOGIA,Bacharelado,Presencial,-,4,4,Em Atividade
UNIFENAS,PSICOLOGIA,Bacharelado,Presencial,4,4,3,Em Atividade
UNIFENAS,PSICOLOGIA,Bacharelado,Presencial,-,3,3,Em Extinção
UNIFENAS,PSICOLOGIA,Bacharelado,Presencial,-,-,-,Extinto
UNIFENAS,PEDAGOGIA,Licenciatura,Presencial,-,SC,SC,Em Atividade
UNIFENAS,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Em Extinção
UNIFENAS,PEDAGOGIA,Licenciatura,Presencial,-,-,-,Extinto
UNIFENAS,ODONTOLOGIA,Bacharelado,Presencial,-,4,4,Em Atividade
UNIFENAS,ODONTOLOGIA,Bacharelado,Presencial,4,2,1,Em Atividade
UNIFENAS,NUTRIÇÃO,Bacharelado,Presencial,-,3,2,Em Atividade
UNIFENAS,NUTRIÇÃO,Bacharelado,Presencial,-,SC,3,Em Atividade
UNIFENAS,NUTRIÇÃO,Bacharelado,Presencial,-,SC,4,Em Atividade
UNIFENAS,NUTRIÇÃO,Bacharelado,Presencial,-,-,-,Extinto
UNIFENAS,MEDICINA VETERINÁRIA,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFENAS,MEDICINA,Bacharelado,Presencial,-,2,2,Em Atividade
UNIFENAS,MEDICINA,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFENAS,FISIOTERAPIA,Bacharelado,Presencial,-,3,2,Em Atividade
UNIFENAS,FISIOTERAPIA,Bacharelado,Presencial,-,SC,3,Em Atividade
UNIFENAS,FISIOTERAPIA,Bacharelado,Presencial,-,-,-,Extinto
UNIFENAS,FARMÁCIA,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFENAS,FARMÁCIA,Bacharelado,Presencial,-,SC,1,Em Atividade
UNIFENAS,FARMÁCIA,Bacharelado,Presencial,-,SC,2,Em Atividade
UNIFENAS,FARMÁCIA,Bacharelado,Presencial,-,-,-,Em Extinção
UNIFENAS,FARMÁCIA,Bacharelado,Presencial,-,2,1,Em Extinção
UNIFENAS,FARMÁCIA,Bacharelado,Presencial,-,-,-,Extinto
UNIFENAS,ENGENHARIA CIVIL,Bacharelado,Presencial,-,-,-,Em Atividade
UNIFENAS,ENFERMAGEM,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFENAS,ENFERMAGEM,Bacharelado,Presencial,-,4,4,Em Atividade
UNIFENAS,ENFERMAGEM,Bacharelado,Presencial,-,SC,3,Em Extinção
UNIFENAS,ENFERMAGEM,Bacharelado,Presencial,-,-,-,Extinto
UNIFENAS,EDUCAÇÃO FÍSICA,Bacharelado,Presencial,-,SC,4,Em Atividade
UNIFENAS,EDUCAÇÃO FÍSICA,Bacharelado,Presencial,4,3,4,Em Atividade
UNIFENAS,EDUCAÇÃO FÍSICA,Bacharelado,Presencial,-,-,-,Extinto
UNIFENAS,DIREITO,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFENAS,DIREITO,Bacharelado,Presencial,-,4,4,Em Atividade
UNIFENAS,DIREITO,Bacharelado,Presencial,5,4,3,Em Atividade
UNIFENAS,DIREITO,Bacharelado,Presencial,3,SC,2,Em Extinção
UNIFENAS,CIÊNCIA DA COMPUTAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFENAS,BIOMEDICINA,Bacharelado,Presencial,-,3,2,Em Atividade
UNIFENAS,BIOMEDICINA,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFENAS,BIOMEDICINA,Bacharelado,Presencial,-,3,4,Em Atividade
UNIFENAS,AGRONOMIA,Bacharelado,Presencial,-,4,4,Em Atividade
UNIFENAS,ADMINISTRAÇÃO,Bacharelado,Presencial,-,3,3,Em Atividade
UNIFENAS,ADMINISTRAÇÃO,Bacharelado,Presencial,3,SC,3,Em Atividade
UNIFENAS,ADMINISTRAÇÃO,Bacharelado,Presencial,4,3,3,Em Atividade
UNIFEOB,SISTEMA DE INFORMAÇÃO,Bacharelado,Presencial,4,2,2,Em Extinção
UNIFEOB,QUÍMICA,Bacharelado,Presencial,-,2,3,Em Extinção
UNIFEOB,QUÍMICA,Licenciatura,Presencial,3,3,3,Em Atividade
UNIFEOB,PROCESSOS GERENCIAIS,Tecnológico,Presencial,3,4,4,Em Atividade
UNIFEOB,PEDAGOGIA,Licenciatura,Presencial,-,4,3,Em Atividade
UNIFEOB,PEDAGOGIA,Licenciatura,Presencial,-,3,3,Em Extinção
UNIFEOB,PEDAGOGIA,Licenciatura,Presencial,4,-,-,Em Extinção
UNIFEOB,PEDAGOGIA,Licenciatura,Presencial,4,3,3,Em Extinção
UNIFEOB,MEDICINA VETERINÁRIA,Bacharelado,Presencial,3,3,2,Em Atividade
